hotel_class,region_id,url,phone,details,address,type,id,name,region,street-address,postal-code,locality,full_address,latitude,longitude
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1699664-Reviews-Sakuratei-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '534 E6St.#G NYC', 'postal-code': '10009', 'locality': 'New York City'}",hotel,1699664,Sakuratei,NY,534 E6St.#G NYC,10009,New York City,"534 E6St.#G NYC, New York City, NY, 10009, USA",,
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1141305-Reviews-HOTEL_52-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '249E 52ND ST.', 'postal-code': '10023', 'locality': 'New York City'}",hotel,1141305,HOTEL 52,NY,249E 52ND ST.,10023,New York City,"249E 52ND ST., New York City, NY, 10023, USA",40.7493468,-73.9117559
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1990870-Reviews-Elk_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '360 42nd Street', 'locality': 'New York City'}",hotel,1990870,Elk Hotel,NY,360 42nd Street,,New York City,"360 42nd Street, New York City, NY, , USA",40.6513228,-74.0087058
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d665814-Reviews-The_Soho_Loft-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '199 Lafayette Street', 'postal-code': '10013', 'locality': 'New York City'}",hotel,665814,The Soho Loft,NY,199 Lafayette Street,10013,New York City,"199 Lafayette Street, New York City, NY, 10013, USA",40.721127,-73.9979316
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1164614-Reviews-Third_Ave_House-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '215 East 81ST', 'postal-code': '10028-2625', 'locality': 'New York City'}",hotel,1164614,Third Ave House,NY,215 East 81ST,10028-2625,New York City,"215 East 81ST, New York City, NY, 10028-2625, USA",,
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d3533197-Reviews-Hyatt_Union_Square-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '132 Fourth Aveunue', 'postal-code': '10003', 'locality': 'New York City'}",hotel,3533197,Hyatt Union Square,NY,132 Fourth Aveunue,10003,New York City,"132 Fourth Aveunue, New York City, NY, 10003, USA",,
3.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d2554351-Reviews-Hyatt_Place_New_York_Midtown_South-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '52-54 W 36th Street', 'postal-code': '10018', 'locality': 'New York City'}",hotel,2554351,Hyatt Place New York Midtown South,NY,52-54 W 36th Street,10018,New York City,"52-54 W 36th Street, New York City, NY, 10018, USA",40.7528833,-73.9911064
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d3580899-Reviews-Hampton_Inn_Manhattan_Downtown_Financial-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '32 Pearl St', 'postal-code': '10004', 'locality': 'New York City'}",hotel,3580899,Hampton Inn Manhattan/ Downtown Financial,NY,32 Pearl St,10004,New York City,"32 Pearl St, New York City, NY, 10004, USA",40.7030396,-74.0122638
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d3613090-Reviews-Fairfield_Inn_Suites_New_York_Midtown_Manhattan_Penn_Station-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '325 W 33rd St', 'postal-code': '10001', 'locality': 'New York City'}",hotel,3613090,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,NY,325 W 33rd St,10001,New York City,"325 W 33rd St, New York City, NY, 10001, USA",40.75226,-73.9951162
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d224220-Reviews-Executive_Club_At_West_Park-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '310 W 58 Street', 'postal-code': '10019', 'locality': 'New York City'}",hotel,224220,Executive Club At West Park,NY,310 W 58 Street,10019,New York City,"310 W 58 Street, New York City, NY, 10019, USA",40.7691868,-73.9866404
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d671821-Reviews-Churchill_Suites_Midtown_East-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': 'Lecole, 212 East 47th St', 'postal-code': '10017', 'locality': 'New York City'}",hotel,671821,Churchill Suites Midtown East,NY,"Lecole, 212 East 47th St",10017,New York City,"Lecole, 212 East 47th St, New York City, NY, 10017, USA",,
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d224225-Reviews-Broadway_Tower-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '216 West 103rd Street', 'postal-code': '10025', 'locality': 'New York City'}",hotel,224225,Broadway Tower,NY,216 West 103rd Street,10025,New York City,"216 West 103rd Street, New York City, NY, 10025, USA",40.7985687,-73.9672685
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93418-Reviews-Bristol_Plaza-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '210 East 65th Street', 'postal-code': '10065', 'locality': 'New York City'}",hotel,93418,Bristol Plaza,NY,210 East 65th Street,10065,New York City,"210 East 65th Street, New York City, NY, 10065, USA",40.7650931,-73.9635539
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1529345-Reviews-Beacon_Light_Motel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': 'Route 9', 'postal-code': '12855', 'locality': 'New York City'}",hotel,1529345,Beacon Light Motel,NY,Route 9,12855,New York City,"Route 9, New York City, NY, 12855, USA",,
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d3411847-Reviews-Asiatic_Hotel_Flushing-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '135-21 37 Avenue', 'postal-code': 'NY 11354', 'locality': 'New York City'}",hotel,3411847,Asiatic Hotel - Flushing,NY,135-21 37 Avenue,NY 11354,New York City,"135-21 37 Avenue, New York City, NY, NY 11354, USA",,
3.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d3236642-Reviews-Holiday_Inn_New_York_City_Manhattan-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '150 Delancey St', 'postal-code': '10002', 'locality': 'New York City'}",hotel,3236642,Holiday Inn New York City-Manhattan,NY,150 Delancey St,10002,New York City,"150 Delancey St, New York City, NY, 10002, USA",40.7182697,-73.9862335
2.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d3529145-Reviews-Holiday_Inn_Express_NYC_Herald_Square_36th_St-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '60 West 36th Street & 6th Ave', 'postal-code': '10018', 'locality': 'New York City'}",hotel,3529145,Holiday Inn Express NYC -Herald Square 36th St,NY,60 West 36th Street & 6th Ave,10018,New York City,"60 West 36th Street & 6th Ave, New York City, NY, 10018, USA",,
3.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d3572583-Reviews-Holiday_Inn_Express_New_York_Manhattan_West_Side-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '538 W 48th St', 'postal-code': '10036', 'locality': 'New York City'}",hotel,3572583,Holiday Inn Express New York - Manhattan West Side,NY,538 W 48th St,10036,New York City,"538 W 48th St, New York City, NY, 10036, USA",40.7639894,-73.9945641
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d252870-Reviews-346_Inn-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '346 East 51st Street, Suite 1R', 'postal-code': '10022', 'locality': 'New York City'}",hotel,252870,346 Inn,NY,"346 East 51st Street, Suite 1R",10022,New York City,"346 East 51st Street, Suite 1R, New York City, NY, 10022, USA",,
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1158761-Reviews-Wyndham_Financial_District-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '20 MAIDEN LANE', 'postal-code': '10038', 'locality': 'New York City'}",hotel,1158761,Wyndham Financial District,NY,20 MAIDEN LANE,10038,New York City,"20 MAIDEN LANE, New York City, NY, 10038, USA",40.7091752,-74.0091511
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1820216-Reviews-West_Park_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '308 West 58th Street', 'postal-code': '10019', 'locality': 'New York City'}",hotel,1820216,West Park Hotel,NY,308 West 58th Street,10019,New York City,"308 West 58th Street, New York City, NY, 10019, USA",40.7674828,-73.9831941
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1177257-Reviews-Wall_Street_District_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '22 Platt Street', 'locality': 'New York City'}",hotel,1177257,Wall Street District Hotel,NY,22 Platt Street,,New York City,"22 Platt Street, New York City, NY, , USA",40.70797,-74.0071382
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d646442-Reviews-Signature_Suites_The_Sullivan_Suites-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '179 Sullivan Street', 'postal-code': '10012', 'locality': 'New York City'}",hotel,646442,Signature Suites The Sullivan Suites,NY,179 Sullivan Street,10012,New York City,"179 Sullivan Street, New York City, NY, 10012, USA",40.7282143,-74.0006874
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d3344640-Reviews-The_Refinery_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '68 West 38th Street', 'postal-code': 'NY 10008', 'locality': 'New York City'}",hotel,3344640,The Refinery Hotel,NY,68 West 38th Street,NY 10008,New York City,"68 West 38th Street, New York City, NY, NY 10008, USA",40.7517981,-73.9849389
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d247982-Reviews-Oxbridge_Apts_Gramecy_Park-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '266 3rd Avenue', 'postal-code': '10010', 'locality': 'New York City'}",hotel,247982,Oxbridge Apts Gramecy Park,NY,266 3rd Avenue,10010,New York City,"266 3rd Avenue, New York City, NY, 10010, USA",40.7378149,-73.9840101
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d234766-Reviews-Oakwood_Sonoma-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '300 East 39th Street', 'postal-code': '10016', 'locality': 'New York City'}",hotel,234766,Oakwood Sonoma,NY,300 East 39th Street,10016,New York City,"300 East 39th Street, New York City, NY, 10016, USA",40.7475827,-73.9731106
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d234765-Reviews-Oakwood_Ocean_At_1_West_Street-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '1 West Street', 'postal-code': '10004', 'locality': 'New York City'}",hotel,234765,Oakwood Ocean At 1 West Street,NY,1 West Street,10004,New York City,"1 West Street, New York City, NY, 10004, USA",40.7055977,-74.0161541
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d235235-Reviews-Oakwood_Bridge_Tower_Place-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '401 E 60th Street', 'postal-code': '10021', 'locality': 'New York City'}",hotel,235235,Oakwood Bridge Tower Place,NY,401 E 60th Street,10021,New York City,"401 E 60th Street, New York City, NY, 10021, USA",40.7602918,-73.9610478
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1146278-Reviews-Oakwood_at_West_53rd-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '310-312 West 53rd Street', 'postal-code': '10019', 'locality': 'New York City'}",hotel,1146278,Oakwood at West 53rd,NY,310-312 West 53rd Street,10019,New York City,"310-312 West 53rd Street, New York City, NY, 10019, USA",40.7655748,-73.9880672
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1484261-Reviews-Oakwood_at_the_Blake-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '220 East 63rd Street', 'postal-code': '10065', 'locality': 'New York City'}",hotel,1484261,Oakwood at the Blake,NY,220 East 63rd Street,10065,New York City,"220 East 63rd Street, New York City, NY, 10065, USA",40.763403,-73.9637619
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1146129-Reviews-National_at_the_Metropolis-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '150 E 44th St', 'postal-code': '10017', 'locality': 'New York City'}",hotel,1146129,National at the Metropolis,NY,150 E 44th St,10017,New York City,"150 E 44th St, New York City, NY, 10017, USA",40.7520969,-73.974251
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1203394-Reviews-Lafayette_International_Guesthouse-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '167.5 East 115th', 'postal-code': '10029', 'locality': 'New York City'}",hotel,1203394,Lafayette International Guesthouse,NY,167.5 East 115th,10029,New York City,"167.5 East 115th, New York City, NY, 10029, USA",,
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d671822-Reviews-John_Street_Suites_By_Aba-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '100 John St', 'postal-code': '10038', 'locality': 'New York City'}",hotel,671822,John Street Suites By Aba,NY,100 John St,10038,New York City,"100 John St, New York City, NY, 10038, USA",40.708085,-74.006475
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d3572587-Reviews-Hampton_Inn_Manhattan_United_Nations-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '231 E 43rd St', 'postal-code': '10017', 'locality': 'New York City'}",hotel,3572587,Hampton Inn Manhattan/United Nations,NY,231 E 43rd St,10017,New York City,"231 E 43rd St, New York City, NY, 10017, USA",40.7509857,-73.972162
2.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d3502291-Reviews-Comfort_Inn_New_York_City-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '548 W 48th St.', 'postal-code': '10036', 'locality': 'New York City'}",hotel,3502291,Comfort Inn New York City,NY,548 W 48th St.,10036,New York City,"548 W 48th St., New York City, NY, 10036, USA",40.7641556,-73.9949568
2.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d673661-Reviews-Sun_Bright_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '140 Hester Street', 'postal-code': '10013', 'locality': 'New York City'}",hotel,673661,Sun Bright Hotel,NY,140 Hester Street,10013,New York City,"140 Hester Street, New York City, NY, 10013, USA",40.7173601,-73.9959227
1.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d99287-Reviews-West_Side_Inn-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '237 West 107th Street', 'postal-code': '10025', 'locality': 'New York City'}",hotel,99287,West Side Inn,NY,237 West 107th Street,10025,New York City,"237 West 107th Street, New York City, NY, 10025, USA",40.8020069,-73.966722
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d540545-Reviews-Chelsea_Inn_11th_Avenue-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '184 11th Avenue', 'postal-code': '10011', 'locality': 'New York City'}",hotel,540545,Chelsea Inn - 11th Avenue,NY,184 11th Avenue,10011,New York City,"184 11th Avenue, New York City, NY, 10011, USA",40.7490266,-74.0066904
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1176643-Reviews-Central_Park_House-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '25 W. 83rd Street', 'postal-code': '10024', 'locality': 'New York City'}",hotel,1176643,Central Park House,NY,25 W. 83rd Street,10024,New York City,"25 W. 83rd Street, New York City, NY, 10024, USA",40.7840252,-73.9718654
1.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d267183-Reviews-World_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '101 Bowery', 'postal-code': '10002', 'locality': 'New York City'}",hotel,267183,World Hotel,NY,101 Bowery,10002,New York City,"101 Bowery, New York City, NY, 10002, USA",40.7174644,-73.9949626
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d580078-Reviews-Woogo_Apartments_Times_Square-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '123 West 44th Street', 'locality': 'New York City'}",hotel,580078,Woogo Apartments - Times Square,NY,123 West 44th Street,,New York City,"123 West 44th Street, New York City, NY, , USA",40.7567957,-73.9841243
1.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d224229-Reviews-Hotel_Riverside_Studios-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '342 West 71st Street', 'postal-code': '10023', 'locality': 'New York City'}",hotel,224229,Hotel Riverside Studios,NY,342 West 71st Street,10023,New York City,"342 West 71st Street, New York City, NY, 10023, USA",40.7795476,-73.9866313
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d2027969-Reviews-Empire_Roof-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '160 East 27th Street', 'postal-code': '10016', 'locality': 'New York City'}",hotel,2027969,Empire Roof,NY,160 East 27th Street,10016,New York City,"160 East 27th Street, New York City, NY, 10016, USA",40.7413941,-73.9816683
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d290982-Reviews-La_Semana_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '25 W. 24th St', 'postal-code': '10010', 'locality': 'New York City'}",hotel,290982,La Semana Hotel,NY,25 W. 24th St,10010,New York City,"25 W. 24th St, New York City, NY, 10010, USA",40.7431092,-73.9906418
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d2109422-Reviews-Design_Dream-New_York_City_New_York.html,,,"{'region': 'NY', 'locality': 'New York City'}",hotel,2109422,Design Dream,NY,,,New York City,", New York City, NY, , USA",40.7127281,-74.0060152
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d543021-Reviews-Sutton_Place_Apartments-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '429 East 52nd Street Suite 1A', 'postal-code': '10022', 'locality': 'New York City'}",hotel,543021,Sutton Place Apartments,NY,429 East 52nd Street Suite 1A,10022,New York City,"429 East 52nd Street Suite 1A, New York City, NY, 10022, USA",,
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93380-Reviews-The_Aladdin-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '317 West 45th Street', 'postal-code': '10036', 'locality': 'New York City'}",hotel,93380,The Aladdin,NY,317 West 45th Street,10036,New York City,"317 West 45th Street, New York City, NY, 10036, USA",40.7597349,-73.989184
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d651216-Reviews-Beekman_Apartments-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '32 Beekman Place', 'postal-code': '10022', 'locality': 'New York City'}",hotel,651216,Beekman Apartments,NY,32 Beekman Place,10022,New York City,"32 Beekman Place, New York City, NY, 10022, USA",40.7537926,-73.9646242
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d225944-Reviews-Washington_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '2289 3rd Avenue', 'postal-code': '10028', 'locality': 'New York City'}",hotel,225944,Washington Hotel,NY,2289 3rd Avenue,10028,New York City,"2289 3rd Avenue, New York City, NY, 10028, USA",40.803174,-73.9358189
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1201662-Reviews-Tone_on_Lex-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '179 East 94th', 'postal-code': '10128', 'locality': 'New York City'}",hotel,1201662,Tone on Lex,NY,179 East 94th,10128,New York City,"179 East 94th, New York City, NY, 10128, USA",40.784266,-73.9506647
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d239836-Reviews-The_St_Regis_Club_at_the_Essex_House_New_York-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '170 Central Park South', 'postal-code': '10019', 'locality': 'New York City'}",hotel,239836,"The St. Regis Club at the Essex House, New York",NY,170 Central Park South,10019,New York City,"170 Central Park South, New York City, NY, 10019, USA",40.7664351,-73.9782561
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93384-Reviews-Allerton-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '302 West 22nd Street', 'postal-code': '10011', 'locality': 'New York City'}",hotel,93384,Allerton,NY,302 West 22nd Street,10011,New York City,"302 West 22nd Street, New York City, NY, 10011, USA",40.74464,-73.9992191
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d774805-Reviews-Achieve_Guest_House-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '36 E 126th St', 'postal-code': '10035', 'locality': 'New York City'}",hotel,774805,Achieve Guest House,NY,36 E 126th St,10035,New York City,"36 E 126th St, New York City, NY, 10035, USA",40.8063777,-73.9405426
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d281695-Reviews-Metro_Home_United_Nations_Suites-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '250 East 39th Street', 'postal-code': '10016', 'locality': 'New York City'}",hotel,281695,Metro-Home / United Nations Suites,NY,250 East 39th Street,10016,New York City,"250 East 39th Street, New York City, NY, 10016, USA",40.7479439,-73.9739088
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d254281-Reviews-A_Hospitality_Company_Inc-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '247 West 35th St, 4th floor', 'postal-code': '10001', 'locality': 'New York City'}",hotel,254281,"A Hospitality Company, Inc.",NY,"247 West 35th St, 4th floor",10001,New York City,"247 West 35th St, 4th floor, New York City, NY, 10001, USA",,
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93572-Reviews-The_Dorset-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '30 West 54th Street', 'postal-code': '10003', 'locality': 'New York City'}",hotel,93572,The Dorset,NY,30 West 54th Street,10003,New York City,"30 West 54th Street, New York City, NY, 10003, USA",40.7618038,-73.9775202
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d122022-Reviews-Box_Tree_Inn-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '250 East 49th Street', 'postal-code': '10017', 'locality': 'New York City'}",hotel,122022,Box Tree Inn,NY,250 East 49th Street,10017,New York City,"250 East 49th Street, New York City, NY, 10017, USA",40.7546088,-73.9700517
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d235236-Reviews-Oakwood_Cosmopolitan-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '145 East 48th Street', 'postal-code': '10017', 'locality': 'New York City'}",hotel,235236,Oakwood Cosmopolitan,NY,145 East 48th Street,10017,New York City,"145 East 48th Street, New York City, NY, 10017, USA",40.75515,-73.9723603
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d530265-Reviews-Metro_Home_Trump_Park-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '180 RiverSide Drive', 'postal-code': '10024', 'locality': 'New York City'}",hotel,530265,Metro Home / Trump Park,NY,180 RiverSide Drive,10024,New York City,"180 RiverSide Drive, New York City, NY, 10024, USA",40.7921573,-73.9774226
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d268218-Reviews-Oakwood_at_Longacre_House-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '305 W. 50th Street', 'postal-code': '10019', 'locality': 'New York City'}",hotel,268218,Oakwood at Longacre House,NY,305 W. 50th Street,10019,New York City,"305 W. 50th Street, New York City, NY, 10019, USA",40.7625386,-73.986437
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d268217-Reviews-Oakwood_at_777_6th_Avenue-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '777 6th Avenue', 'postal-code': '10001', 'locality': 'New York City'}",hotel,268217,Oakwood at 777 6th Avenue,NY,777 6th Avenue,10001,New York City,"777 6th Avenue, New York City, NY, 10001, USA",40.745183,-73.9915522
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1049347-Reviews-The_Melrose_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '140 E 63rd St', 'postal-code': '10021', 'locality': 'New York City'}",hotel,1049347,The Melrose Hotel,NY,140 E 63rd St,10021,New York City,"140 E 63rd St, New York City, NY, 10021, USA",40.764392,-73.9662238
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d320562-Reviews-YourStay_MidTown_Apartments-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '50 West 34th Street', 'postal-code': '10001', 'locality': 'New York City'}",hotel,320562,YourStay MidTown Apartments,NY,50 West 34th Street,10001,New York City,"50 West 34th Street, New York City, NY, 10001, USA",40.7494425,-73.9873493
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d3583686-Reviews-Residence_Inn_New_York_Manhattan_Midtown_East-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '148 East 48th Street', 'postal-code': 'NY 10017', 'locality': 'New York City'}",hotel,3583686,Residence Inn New York Manhattan/Midtown East,NY,148 East 48th Street,NY 10017,New York City,"148 East 48th Street, New York City, NY, NY 10017, USA",40.7547132,-73.9725808
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d662519-Reviews-JC_s_New_York_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '132 West Houston Street', 'postal-code': '10012', 'locality': 'New York City'}",hotel,662519,JC's New York Hotel,NY,132 West Houston Street,10012,New York City,"132 West Houston Street, New York City, NY, 10012, USA",40.7279839,-74.0013566
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d99292-Reviews-Riverside_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '350 West 88th Street', 'postal-code': '10024', 'locality': 'New York City'}",hotel,99292,Riverside Hotel,NY,350 West 88th Street,10024,New York City,"350 West 88th Street, New York City, NY, 10024, USA",40.7908174,-73.9789658
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1199940-Reviews-East_Bridge-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '367 33rd St', 'postal-code': '10003', 'locality': 'New York City'}",hotel,1199940,East Bridge,NY,367 33rd St,10003,New York City,"367 33rd St, New York City, NY, 10003, USA",40.743513,-73.9747724
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1961167-Reviews-Room_A-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '1798 3rd Ave', 'locality': 'New York City'}",hotel,1961167,Room.A,NY,1798 3rd Ave,,New York City,"1798 3rd Ave, New York City, NY, , USA",40.7876993,-73.9478466
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1161809-Reviews-The_Helmsley_Windsor-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '100 West 58th Street', 'postal-code': '10019', 'locality': 'New York City'}",hotel,1161809,The Helmsley Windsor,NY,100 West 58th Street,10019,New York City,"100 West 58th Street, New York City, NY, 10019, USA",40.7650615,-73.977071
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d249710-Reviews-Morningside_Inn-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '235 West 107th Street', 'postal-code': '10025', 'locality': 'New York City'}",hotel,249710,Morningside Inn,NY,235 West 107th Street,10025,New York City,"235 West 107th Street, New York City, NY, 10025, USA",40.8019239,-73.9666012
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1207461-Reviews-Saint_Nicholas_Inn-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '154th Street', 'postal-code': '10032', 'locality': 'New York City'}",hotel,1207461,Saint Nicholas Inn,NY,154th Street,10032,New York City,"154th Street, New York City, NY, 10032, USA",40.7942249,-73.8069733
1.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93421-Reviews-Hotel_Carter-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '250 West 43rd Street', 'postal-code': '10036', 'locality': 'New York City'}",hotel,93421,Hotel Carter,NY,250 West 43rd Street,10036,New York City,"250 West 43rd Street, New York City, NY, 10036, USA",40.7573577,-73.9882305
3.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1170336-Reviews-The_Gem_Hotel_New_York_Clarion-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '527 W 36th St', 'postal-code': '10018', 'locality': 'New York City'}",hotel,1170336,The Gem Hotel New York Clarion,NY,527 W 36th St,10018,New York City,"527 W 36th St, New York City, NY, 10018, USA",40.7565841,-73.9997104
