hotel_class,region_id,url,phone,details,address,type,id,name,region,street-address,postal-code,locality,full_address,latitude,longitude
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d113317-Reviews-Casablanca_Hotel_Times_Square-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '147 West 43rd Street', 'postal-code': '10036', 'locality': 'New York City'}",hotel,113317,Casablanca Hotel Times Square,NY,147 West 43rd Street,10036,New York City,"147 West 43rd Street, New York City, NY, 10036, USA",40.756498,-73.985397
5.0,32655,http://www.tripadvisor.com/Hotel_Review-g32655-d76049-Reviews-Four_Seasons_Hotel_Los_Angeles_at_Beverly_Hills-Los_Angeles_California.html,,,"{'region': 'CA', 'street-address': '300 S Doheny Dr', 'postal-code': '90048', 'locality': 'Los Angeles'}",hotel,76049,Four Seasons Hotel Los Angeles at Beverly Hills,CA,300 S Doheny Dr,90048,Los Angeles,"300 S Doheny Dr, Los Angeles, CA, 90048, USA",34.0729537,-118.3892139
3.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d99352-Reviews-Hilton_Garden_Inn_Times_Square-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '790 Eighth Avenue', 'postal-code': '10019', 'locality': 'New York City'}",hotel,99352,Hilton Garden Inn Times Square,NY,790 Eighth Avenue,10019,New York City,"790 Eighth Avenue, New York City, NY, 10019, USA",42.7173296,-73.7100288
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93589-Reviews-The_Michelangelo_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '152 West 51st Street', 'postal-code': '10019', 'locality': 'New York City'}",hotel,93589,The Michelangelo Hotel,NY,152 West 51st Street,10019,New York City,"152 West 51st Street, New York City, NY, 10019, USA",40.7612575,-73.9827705
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d217616-Reviews-The_Muse_Hotel_New_York-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '130 West 46th Street', 'postal-code': '10036', 'locality': 'New York City'}",hotel,217616,The Muse Hotel New York,NY,130 West 46th Street,10036,New York City,"130 West 46th Street, New York City, NY, 10036, USA",40.7577833,-73.9837764
4.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d208454-Reviews-Sofitel_New_York-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '45 West 44th Street', 'postal-code': '10036', 'locality': 'New York City'}",hotel,208454,Sofitel New York,NY,45 West 44th Street,10036,New York City,"45 West 44th Street, New York City, NY, 10036, USA",40.7559276,-73.9815926
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d2643161-Reviews-The_NoMad_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '1170 Broadway & 28th Street', 'postal-code': '10001', 'locality': 'New York City'}",hotel,2643161,The NoMad Hotel,NY,1170 Broadway & 28th Street,10001,New York City,"1170 Broadway & 28th Street, New York City, NY, 10001, USA",,
3.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1465162-Reviews-Staybridge_Suites_Times_Square_New_York_City-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '340 West 40th Street', 'postal-code': '10018', 'locality': 'New York City'}",hotel,1465162,Staybridge Suites Times Square - New York City,NY,340 West 40th Street,10018,New York City,"340 West 40th Street, New York City, NY, 10018, USA",40.7565366,-73.9927043
4.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93559-Reviews-The_Sherry_Netherland_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '781 Fifth Avenue', 'postal-code': '10022', 'locality': 'New York City'}",hotel,93559,The Sherry-Netherland Hotel,NY,781 Fifth Avenue,10022,New York City,"781 Fifth Avenue, New York City, NY, 10022, USA",40.8021613,-73.9453686
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d80112-Reviews-San_Carlos_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '150 East 50th Street', 'postal-code': '10022', 'locality': 'New York City'}",hotel,80112,San Carlos Hotel,NY,150 East 50th Street,10022,New York City,"150 East 50th Street, New York City, NY, 10022, USA",40.7558963,-73.9715295
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93396-Reviews-The_Iroquois-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '49 W 44th St', 'postal-code': '10036', 'locality': 'New York City'}",hotel,93396,The Iroquois,NY,49 W 44th St,10036,New York City,"49 W 44th St, New York City, NY, 10036, USA",40.7558514,-73.9819341
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1456560-Reviews-Eventi_a_Kimpton_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '851 Avenue of the Americas (Sixth Avenue)', 'postal-code': '10001', 'locality': 'New York City'}",hotel,1456560,Eventi - a Kimpton Hotel,NY,851 Avenue of the Americas (Sixth Avenue),10001,New York City,"851 Avenue of the Americas (Sixth Avenue), New York City, NY, 10001, USA",,
5.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1641016-Reviews-The_Chatwal-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '130 West 44th Street', 'postal-code': '10036', 'locality': 'New York City'}",hotel,1641016,The Chatwal,NY,130 West 44th Street,10036,New York City,"130 West 44th Street, New York City, NY, 10036, USA",40.7564397,-73.9846261
5.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1776857-Reviews-The_Setai_Fifth_Avenue_a_Capella_managed_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '400 Fifth Avenue', 'postal-code': '10018', 'locality': 'New York City'}",hotel,1776857,"The Setai Fifth Avenue, a Capella managed Hotel",NY,400 Fifth Avenue,10018,New York City,"400 Fifth Avenue, New York City, NY, 10018, USA",40.7501052,-73.9838132
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1762573-Reviews-Andaz_5th_Avenue-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '485 5th Avenue', 'postal-code': '10017', 'locality': 'New York City'}",hotel,1762573,Andaz 5th Avenue,NY,485 5th Avenue,10017,New York City,"485 5th Avenue, New York City, NY, 10017, USA",40.7528315,-73.9810928
3.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93338-Reviews-Hotel_Beacon-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '2130 Broadway at 75th Street', 'postal-code': '10023', 'locality': 'New York City'}",hotel,93338,Hotel Beacon,NY,2130 Broadway at 75th Street,10023,New York City,"2130 Broadway at 75th Street, New York City, NY, 10023, USA",,
5.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d224224-Reviews-The_Ritz_Carlton_New_York_Central_Park-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '50 Central Park South', 'postal-code': '10019', 'locality': 'New York City'}",hotel,224224,"The Ritz-Carlton New York, Central Park",NY,50 Central Park South,10019,New York City,"50 Central Park South, New York City, NY, 10019, USA",40.7651799,-73.9760102
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1866401-Reviews-Holiday_Inn_Hotel_Houston_Westchase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '10609 Westpark Drive', 'postal-code': '77042', 'locality': 'Houston'}",hotel,1866401,Holiday Inn Hotel-Houston Westchase,TX,10609 Westpark Drive,77042,Houston,"10609 Westpark Drive, Houston, TX, 77042, USA",29.7212466,-95.5591815
4.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99060-Reviews-Omni_Houston_Hotel-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '4 Riverway', 'postal-code': '77056', 'locality': 'Houston'}",hotel,99060,Omni Houston Hotel,TX,4 Riverway,77056,Houston,"4 Riverway, Houston, TX, 77056, USA",29.7612579,-95.4593509
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1218737-Reviews-La_Quinta_Inn_Suites_Houston_Normandy-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '930 Normandy St', 'postal-code': '77015', 'locality': 'Houston'}",hotel,1218737,La Quinta Inn & Suites Houston - Normandy,TX,930 Normandy St,77015,Houston,"930 Normandy St, Houston, TX, 77015, USA",29.773213,-95.206394
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99081-Reviews-Crowne_Plaza_Houston_Brookhollow-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '12801 Northwest Fwy', 'postal-code': '77040-6301', 'locality': 'Houston'}",hotel,99081,Crowne Plaza Houston - Brookhollow,TX,12801 Northwest Fwy,77040-6301,Houston,"12801 Northwest Fwy, Houston, TX, 77040-6301, USA",29.842621,-95.495187
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107915-Reviews-Drury_Inn_Suites_Houston_Near_The_Galleria-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1615 W. Loop South', 'postal-code': '77027', 'locality': 'Houston'}",hotel,107915,Drury Inn & Suites Houston Near The Galleria,TX,1615 W. Loop South,77027,Houston,"1615 W. Loop South, Houston, TX, 77027, USA",29.7512159,-95.4545106
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1966350-Reviews-The_Westin_Houston_Memorial_City-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '945 Gessner Road', 'postal-code': '77024', 'locality': 'Houston'}",hotel,1966350,The Westin Houston Memorial City,TX,945 Gessner Road,77024,Houston,"945 Gessner Road, Houston, TX, 77024, USA",29.7815803,-95.5443004
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108038-Reviews-Hilton_University_of_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '4800 Calhoun Rd', 'postal-code': '77004', 'locality': 'Houston'}",hotel,108038,Hilton University of Houston,TX,4800 Calhoun Rd,77004,Houston,"4800 Calhoun Rd, Houston, TX, 77004, USA",29.7207902,-95.3440627
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1200103-Reviews-Hotel_Sorella_CITYCENTRE-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '800 Sorella Court', 'postal-code': '77024', 'locality': 'Houston'}",hotel,1200103,Hotel Sorella CITYCENTRE,TX,800 Sorella Court,77024,Houston,"800 Sorella Court, Houston, TX, 77024, USA",29.7799159,-95.5612571
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d283873-Reviews-Hotel_Icon_Autograph_Collection-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '220 Main Street', 'postal-code': '77002', 'locality': 'Houston'}",hotel,283873,"Hotel Icon, Autograph Collection",TX,220 Main Street,77002,Houston,"220 Main Street, Houston, TX, 77002, USA",29.7624934,-95.3608405
5.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98952-Reviews-Four_Seasons_Hotel_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1300 Lamar Street', 'postal-code': '77010', 'locality': 'Houston'}",hotel,98952,Four Seasons Hotel Houston,TX,1300 Lamar Street,77010,Houston,"1300 Lamar Street, Houston, TX, 77010, USA",29.7540727,-95.3627941
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107956-Reviews-Extended_Stay_America_Houston_Northwest-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '5454 Hollister Street', 'postal-code': '77040', 'locality': 'Houston'}",hotel,107956,Extended Stay America - Houston - Northwest,TX,5454 Hollister Street,77040,Houston,"5454 Hollister Street, Houston, TX, 77040, USA",29.8471001,-95.5055786
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1158926-Reviews-Hilton_Garden_Inn_Houston_Energy_Corridor-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '12245 Katy Freeway', 'postal-code': '77079', 'locality': 'Houston'}",hotel,1158926,Hilton Garden Inn Houston Energy Corridor,TX,12245 Katy Freeway,77079,Houston,"12245 Katy Freeway, Houston, TX, 77079, USA",29.7824052,-95.6035901
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d282699-Reviews-Hilton_Americas_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1600 Lamar', 'postal-code': '77010', 'locality': 'Houston'}",hotel,282699,Hilton Americas - Houston,TX,1600 Lamar,77010,Houston,"1600 Lamar, Houston, TX, 77010, USA",29.7515551,-95.3606597
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d239853-Reviews-BEST_WESTERN_PLUS_Downtown_Inn_Suites_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '915 West Dallas', 'postal-code': '77019', 'locality': 'Houston'}",hotel,239853,BEST WESTERN PLUS Downtown Inn & Suites Houston,TX,915 West Dallas,77019,Houston,"915 West Dallas, Houston, TX, 77019, USA",29.7573852,-95.3773934
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d665163-Reviews-Courtyard_by_Marriott_Houston_by_the_Galleria-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2900 Sage Road', 'postal-code': '77056', 'locality': 'Houston'}",hotel,665163,Courtyard by Marriott Houston by the Galleria,TX,2900 Sage Road,77056,Houston,"2900 Sage Road, Houston, TX, 77056, USA",29.736853,-95.4679911
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d111618-Reviews-Renaissance_Houston_Hotel_Greenway_Plaza-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '6 Greenway Plaza East', 'postal-code': '77046', 'locality': 'Houston'}",hotel,111618,Renaissance Houston Hotel Greenway Plaza,TX,6 Greenway Plaza East,77046,Houston,"6 Greenway Plaza East, Houston, TX, 77046, USA",,
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99114-Reviews-Westin_Galleria_Houston_Hotel-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '5060 West Alabama Street', 'postal-code': '77056', 'locality': 'Houston'}",hotel,99114,Westin Galleria Houston Hotel,TX,5060 West Alabama Street,77056,Houston,"5060 West Alabama Street, Houston, TX, 77056, USA",29.7383393,-95.4644957
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107924-Reviews-Courtyard_by_Marriott_Houston_Westchase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '9975 Westheimer Rd', 'postal-code': '77042', 'locality': 'Houston'}",hotel,107924,Courtyard by Marriott Houston Westchase,TX,9975 Westheimer Rd,77042,Houston,"9975 Westheimer Rd, Houston, TX, 77042, USA",29.7352983,-95.5456165
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223151-Reviews-Hampton_Inn_and_Suites_Houston_Medical_Center_Reliant_Park-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1715 Old Spanish Trail', 'postal-code': '77054', 'locality': 'Houston'}",hotel,223151,Hampton Inn and Suites Houston Medical Center - Reliant Park,TX,1715 Old Spanish Trail,77054,Houston,"1715 Old Spanish Trail, Houston, TX, 77054, USA",29.6959327,-95.4028327
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223137-Reviews-La_Quinta_Inn_Houston_Northwest-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '11130 Northwest Freeway', 'postal-code': '77092', 'locality': 'Houston'}",hotel,223137,La Quinta Inn Houston Northwest,TX,11130 Northwest Freeway,77092,Houston,"11130 Northwest Freeway, Houston, TX, 77092, USA",29.8183525,-95.4654205
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d258636-Reviews-Alden_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1117 Prairie Street', 'postal-code': '77002', 'locality': 'Houston'}",hotel,258636,Alden-Houston,TX,1117 Prairie Street,77002,Houston,"1117 Prairie Street, Houston, TX, 77002, USA",29.7601598,-95.3607825
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98920-Reviews-Houston_Marriott_Westchase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2900 Briarpark Dr.', 'postal-code': '77042', 'locality': 'Houston'}",hotel,98920,Houston Marriott Westchase,TX,2900 Briarpark Dr.,77042,Houston,"2900 Briarpark Dr., Houston, TX, 77042, USA",29.734517,-95.5505389
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1236706-Reviews-Super_8_Houston_Hobby_Airport_South-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '10130 Almeda Genoa Road', 'postal-code': '77075', 'locality': 'Houston'}",hotel,1236706,Super 8 Houston Hobby Airport South,TX,10130 Almeda Genoa Road,77075,Houston,"10130 Almeda Genoa Road, Houston, TX, 77075, USA",29.627037,-95.2353875
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108057-Reviews-Residence_Inn_Houston_Clear_Lake-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '525 Bay Area Boulevard', 'postal-code': '77058', 'locality': 'Houston'}",hotel,108057,Residence Inn Houston Clear Lake,TX,525 Bay Area Boulevard,77058,Houston,"525 Bay Area Boulevard, Houston, TX, 77058, USA",29.552278,-95.1262527
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d240436-Reviews-Carefree_Inn_Medical_Center-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '10015 South Main Street', 'postal-code': '77025-5209', 'locality': 'Houston'}",hotel,240436,Carefree Inn Medical Center,TX,10015 South Main Street,77025-5209,Houston,"10015 South Main Street, Houston, TX, 77025-5209, USA",29.6630133,-95.4393905
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d266158-Reviews-Super_8_Houston_Hobby_Airport_I_45-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '8888 Gulf Freeway', 'postal-code': '77017', 'locality': 'Houston'}",hotel,266158,Super 8 Houston/Hobby Airport/I-45,TX,8888 Gulf Freeway,77017,Houston,"8888 Gulf Freeway, Houston, TX, 77017, USA",29.6615342,-95.2582069
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d559491-Reviews-Holiday_Inn_Express_Houston_East-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '11460 East Freeway (I-10 East)', 'postal-code': '77029', 'locality': 'Houston'}",hotel,559491,Holiday Inn Express Houston East,TX,11460 East Freeway (I-10 East),77029,Houston,"11460 East Freeway (I-10 East), Houston, TX, 77029, USA",,
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1630591-Reviews-Crowne_Plaza-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '7443 Cullen Blvd', 'postal-code': '77051', 'locality': 'Houston'}",hotel,1630591,Crowne Plaza,TX,7443 Cullen Blvd,77051,Houston,"7443 Cullen Blvd, Houston, TX, 77051, USA",29.6780774,-95.3560246
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99106-Reviews-La_Quinta_Inn_Houston_Medical_Reliant_Center-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '9911 Buffalo Speedway', 'postal-code': '77054', 'locality': 'Houston'}",hotel,99106,La Quinta Inn Houston Medical / Reliant Center,TX,9911 Buffalo Speedway,77054,Houston,"9911 Buffalo Speedway, Houston, TX, 77054, USA",29.6761483,-95.4247325
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d242394-Reviews-Royal_Sonesta_Hotel_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2222 West Loop South', 'postal-code': '77027', 'locality': 'Houston'}",hotel,242394,Royal Sonesta Hotel Houston,TX,2222 West Loop South,77027,Houston,"2222 West Loop South, Houston, TX, 77027, USA",29.7439975,-95.4587975
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108148-Reviews-Holiday_Inn_Houston_Intercontinental_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '15222 John F Kennedy Blvd', 'postal-code': '77032', 'locality': 'Houston'}",hotel,108148,Holiday Inn Houston Intercontinental Airport,TX,15222 John F Kennedy Blvd,77032,Houston,"15222 John F Kennedy Blvd, Houston, TX, 77032, USA",29.9374182,-95.331218
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99067-Reviews-Four_Points_by_Sheraton_Houston_Memorial_City-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '10655 Katy Freeway', 'postal-code': '77024', 'locality': 'Houston'}",hotel,99067,"Four Points by Sheraton Houston, Memorial City",TX,10655 Katy Freeway,77024,Houston,"10655 Katy Freeway, Houston, TX, 77024, USA",29.783917,-95.5610254
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d585164-Reviews-Residence_Inn_Houston_West_Energy_Corridor-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1150 Eldridge Parkway', 'postal-code': '77077', 'locality': 'Houston'}",hotel,585164,Residence Inn Houston West/Energy Corridor,TX,1150 Eldridge Parkway,77077,Houston,"1150 Eldridge Parkway, Houston, TX, 77077, USA",29.7672916,-95.6248915
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98987-Reviews-Marriott_Houston_Airport_at_George_Bush_Intercontinental-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '18700 John F. Kennedy Boulevard', 'postal-code': '77032', 'locality': 'Houston'}",hotel,98987,Marriott Houston Airport at George Bush Intercontinental,TX,18700 John F. Kennedy Boulevard,77032,Houston,"18700 John F. Kennedy Boulevard, Houston, TX, 77032, USA",29.9857193,-95.3429371
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107863-Reviews-Extended_Stay_America_Houston_Westchase_Westheimer-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2424 W Sam Houston Pkwy.', 'postal-code': '77042', 'locality': 'Houston'}",hotel,107863,Extended Stay America - Houston - Westchase - Westheimer,TX,2424 W Sam Houston Pkwy.,77042,Houston,"2424 W Sam Houston Pkwy., Houston, TX, 77042, USA",,
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d258634-Reviews-Scottish_Inn_Suites_Reliant_Park_Six_Flags-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '8510 Almeda Rd', 'postal-code': '77054', 'locality': 'Houston'}",hotel,258634,Scottish Inn & Suites Reliant Park/Six Flags,TX,8510 Almeda Rd,77054,Houston,"8510 Almeda Rd, Houston, TX, 77054, USA",29.6821579,-95.3927938
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108054-Reviews-TownePlace_Suites_Houston_Clear_Lake-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1050 Bay Area Boulevard', 'postal-code': '77058', 'locality': 'Houston'}",hotel,108054,TownePlace Suites Houston Clear Lake,TX,1050 Bay Area Boulevard,77058,Houston,"1050 Bay Area Boulevard, Houston, TX, 77058, USA",29.5555555,-95.1189189
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223158-Reviews-Quality_Inn_Suites_West_Chase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2930 West Sam Houston Parkway South', 'postal-code': '77042', 'locality': 'Houston'}",hotel,223158,Quality Inn & Suites West Chase,TX,2930 West Sam Houston Parkway South,77042,Houston,"2930 West Sam Houston Parkway South, Houston, TX, 77042, USA",29.7337414,-95.5594046
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1773009-Reviews-Holiday_Inn_Express_Hotel_Suites_Houston_NW_Beltway_8_West_Road-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '9120 West Road', 'postal-code': '77064', 'locality': 'Houston'}",hotel,1773009,Holiday Inn Express Hotel & Suites Houston NW-Beltway 8-West Road,TX,9120 West Road,77064,Houston,"9120 West Road, Houston, TX, 77064, USA",29.903827,-95.5473773
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107834-Reviews-Hyatt_Place_Houston_Greenspoint_IAH_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '300 Ronan Park Place', 'postal-code': '77060', 'locality': 'Houston'}",hotel,107834,Hyatt Place Houston/Greenspoint/IAH Airport,TX,300 Ronan Park Place,77060,Houston,"300 Ronan Park Place, Houston, TX, 77060, USA",29.9420575,-95.4005104
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223154-Reviews-Hampton_Inn_Houston_Near_The_Galleria-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '4500 Post Oak Parkway', 'postal-code': '77027', 'locality': 'Houston'}",hotel,223154,Hampton Inn Houston - Near The Galleria,TX,4500 Post Oak Parkway,77027,Houston,"4500 Post Oak Parkway, Houston, TX, 77027, USA",29.7485189,-95.4543266
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223164-Reviews-Homewood_Suites_by_Hilton_Houston_Clear_Lake-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '401 Bay Area Blvd.', 'postal-code': '77058', 'locality': 'Houston'}",hotel,223164,Homewood Suites by Hilton Houston - Clear Lake,TX,401 Bay Area Blvd.,77058,Houston,"401 Bay Area Blvd., Houston, TX, 77058, USA",29.5504649,-95.128086
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108149-Reviews-Drury_Inn_Suites_Houston_Hobby-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '7902 Mosley Road', 'postal-code': '77061', 'locality': 'Houston'}",hotel,108149,Drury Inn & Suites Houston Hobby,TX,7902 Mosley Road,77061,Houston,"7902 Mosley Road, Houston, TX, 77061, USA",29.6541628,-95.2539001
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d142023-Reviews-Ramada_Houston_Intercontinental_Airport_South-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '15350 John F. Kennedy Boulevard', 'postal-code': '77032', 'locality': 'Houston'}",hotel,142023,Ramada Houston Intercontinental Airport South,TX,15350 John F. Kennedy Boulevard,77032,Houston,"15350 John F. Kennedy Boulevard, Houston, TX, 77032, USA",29.9419524,-95.331302
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223148-Reviews-Baymont_Inn_Suites_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '502 N Sam Houston Parkway East', 'postal-code': '77060', 'locality': 'Houston'}",hotel,223148,Baymont Inn & Suites Houston,TX,502 N Sam Houston Parkway East,77060,Houston,"502 N Sam Houston Parkway East, Houston, TX, 77060, USA",29.938299,-95.39031
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99132-Reviews-Hilton_Houston_Westchase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '9999 Westheimer Road', 'postal-code': '77042-3802', 'locality': 'Houston'}",hotel,99132,Hilton Houston Westchase,TX,9999 Westheimer Road,77042-3802,Houston,"9999 Westheimer Road, Houston, TX, 77042-3802, USA",29.7361821,-95.5471479
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108020-Reviews-BEST_WESTERN_Heritage_Inn-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '10521 I-10 East Freeway', 'postal-code': '77029', 'locality': 'Houston'}",hotel,108020,BEST WESTERN Heritage Inn,TX,10521 I-10 East Freeway,77029,Houston,"10521 I-10 East Freeway, Houston, TX, 77029, USA",,
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108150-Reviews-Courtyard_by_Marriott_Houston_Hobby_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '9190 Gulf Freeway', 'postal-code': '77017', 'locality': 'Houston'}",hotel,108150,Courtyard by Marriott Houston Hobby Airport,TX,9190 Gulf Freeway,77017,Houston,"9190 Gulf Freeway, Houston, TX, 77017, USA",29.6563425,-95.2544598
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223141-Reviews-Comfort_Suites_Westchase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2830 Wilcrest Drive & Westheimer', 'postal-code': '77042', 'locality': 'Houston'}",hotel,223141,Comfort Suites Westchase,TX,2830 Wilcrest Drive & Westheimer,77042,Houston,"2830 Wilcrest Drive & Westheimer, Houston, TX, 77042, USA",,
